truth,estimate,class_prob
yes,yes,0.5102664232254028
no,no,0.005001885816454887
no,no,0.023226866498589516
no,no,0.25307056307792664
no,no,0.00298218778334558
no,no,0.048796799033880234
no,no,0.488914430141449
no,no,0.0015127913793548942
no,no,0.21884223818778992
no,no,0.19793720543384552
no,no,0.001336475950665772
yes,yes,0.6325728297233582
yes,yes,0.8438931703567505
no,no,0.46845439076423645
no,no,0.012323343195021152
no,yes,0.5739192962646484
no,no,0.19699066877365112
no,no,0.06416166573762894
yes,no,0.07266165316104889
no,no,0.43586862087249756
yes,no,0.05589941516518593
yes,no,0.011199191212654114
no,no,0.007114493288099766
no,no,0.12852482497692108
no,yes,0.5619506239891052
no,no,0.49915212392807007
no,no,0.2657396197319031
no,no,0.007199831772595644
yes,yes,0.5223863124847412
no,no,0.24063286185264587
no,no,0.005441259127110243
no,no,0.3865973949432373
no,no,0.4426485002040863
no,no,0.22458410263061523
no,no,0.23766085505485535
no,no,0.04306574538350105
yes,no,0.3225439488887787
yes,yes,0.6221998333930969
yes,no,0.194104865193367
no,no,0.16543395817279816
no,yes,0.5613502264022827
no,no,0.0014999997802078724
yes,no,0.2933039665222168
no,no,0.244121253490448
no,no,0.003899833420291543
no,no,0.19788070023059845
no,no,0.004009502939879894
no,no,0.07647455483675003
no,no,0.01238110288977623
no,no,0.026062486693263054
yes,yes,0.6857594847679138
no,yes,0.5413864850997925
no,no,0.05198225751519203
no,no,0.008006629534065723
yes,yes,0.8368914127349854
no,no,0.4047510027885437
yes,no,0.4999007284641266
yes,no,0.03783198818564415
no,yes,0.6893202662467957
no,no,0.021314434707164764
no,yes,0.762631356716156
no,no,0.01664537563920021
no,no,0.11883806437253952
no,no,0.00471474090591073
yes,yes,0.6761911511421204
no,no,0.011564121581614017
no,no,0.06558489054441452
no,no,0.08679164946079254
no,no,0.17175087332725525
no,no,0.11788368970155716
no,no,0.023932617157697678
yes,yes,0.5819376707077026
no,no,0.11361327767372131
yes,yes,0.6875007152557373
no,no,0.27000123262405396
no,no,0.15075834095478058
no,yes,0.6402230262756348
yes,no,0.1338580846786499
no,no,0.23533250391483307
no,no,0.29102203249931335
no,no,0.05293725058436394
no,no,0.029044704511761665
no,no,0.005534077994525433
no,no,0.1488906592130661
no,no,0.032209161669015884
no,no,0.009476806037127972
yes,no,0.18024368584156036
no,no,0.27891793847084045
no,no,0.2746064066886902
yes,no,0.46604123711586
no,no,0.034708525985479355
yes,no,0.3730213940143585
yes,yes,0.6800029277801514
no,no,0.07306236773729324
no,no,0.09252995997667313
yes,yes,0.55760258436203
no,yes,0.6140972971916199
no,no,0.2779678404331207
yes,yes,0.722961962223053
no,no,0.004878970328718424
no,no,0.0547492541372776
no,no,0.05885029211640358
no,no,0.02205505780875683
no,no,0.02128969132900238
no,no,0.1881227195262909
no,no,0.19935162365436554
no,no,0.08691859245300293
no,no,0.23107002675533295
no,no,0.0031716725789010525
no,no,0.003525382839143276
yes,yes,0.7480067610740662
yes,no,0.30878856778144836
no,no,0.05331294611096382
no,no,0.006254176143556833
yes,yes,0.7141441106796265
no,no,0.10025423765182495
no,no,0.03915644437074661
no,no,0.0499386340379715
no,no,0.2928387522697449
yes,no,0.27644261717796326
yes,no,0.43203118443489075
no,no,0.007752678822726011
no,no,0.4956592321395874
yes,yes,0.6560654640197754
no,no,0.16475512087345123
yes,yes,0.6827539205551147
yes,yes,0.8578017354011536
no,no,0.041984107345342636
no,no,0.04495077207684517
no,no,0.0020938601810485125
no,no,0.250163197517395
no,yes,0.7904205322265625
no,no,0.20101937651634216
no,no,0.0020777874160557985
yes,yes,0.6587740182876587
no,no,0.012564818374812603
no,no,0.14355173707008362
yes,no,0.055979177355766296
no,no,0.25033268332481384
no,no,0.1753506064414978
no,yes,0.6357229948043823
no,no,0.2483280450105667
no,no,0.41367000341415405
no,no,0.4662746787071228
no,no,0.28027385473251343
no,no,0.18309539556503296
no,no,0.0919983983039856
no,no,0.3560376763343811
no,no,0.008012043312191963
no,no,0.02381931245326996
no,no,0.04812536761164665
no,no,0.021790271624922752
no,no,0.07721083611249924
no,no,0.133919820189476
no,no,0.004714604467153549
no,no,0.1597854495048523
no,no,0.37667006254196167
no,no,0.00915227085351944
yes,no,0.12948215007781982
no,no,0.1571277529001236
no,no,0.1678028702735901
no,no,0.22980822622776031
yes,no,0.4517424404621124
yes,no,0.31603124737739563
no,no,0.010489249601960182
no,no,0.40312105417251587
no,no,0.01715591363608837
yes,yes,0.6505067348480225
no,no,0.30246418714523315
no,no,0.3534943759441376
yes,yes,0.5084015727043152
yes,yes,0.5537020564079285
no,no,0.003287666942924261
no,no,0.06591887027025223
yes,no,0.07407695055007935
no,yes,0.5466316938400269
no,no,0.35139256715774536
no,no,0.14599591493606567
no,yes,0.606433629989624
no,no,0.05323568731546402
no,yes,0.6916674971580505
no,no,0.23416100442409515
yes,yes,0.7470502853393555
no,no,0.4322776794433594
yes,no,0.4823785722255707
no,no,0.16069798171520233
yes,no,0.37463805079460144
yes,no,0.44952791929244995
no,no,0.012058629654347897
yes,yes,0.7356694936752319
no,no,0.22296078503131866
no,no,0.009607941843569279
no,no,0.018827764317393303
yes,yes,0.7116200923919678
no,no,0.34005552530288696
no,yes,0.6336784958839417
no,yes,0.5612289905548096
yes,yes,0.7664593458175659
no,no,0.03890082240104675
yes,no,0.11930444836616516
no,no,0.002650355687364936
no,no,0.0013570885639637709
yes,no,0.09270650893449783
no,no,0.09069409221410751
no,no,0.17709273099899292
no,no,0.12107131630182266
yes,no,0.1845477670431137
no,no,0.008205915801227093
no,no,0.07925425469875336
yes,yes,0.5548528432846069
no,no,0.01542588509619236
yes,yes,0.7833572626113892
no,no,0.0053133717738091946
no,no,0.03753136470913887
yes,yes,0.6801267266273499
no,no,0.026061611250042915
no,no,0.13145524263381958
no,no,0.05008307099342346
no,no,0.015426594763994217
no,no,0.02441428042948246
no,no,0.2121342569589615
yes,yes,0.7706975340843201
no,no,0.23468030989170074
no,no,0.0021923824679106474
no,yes,0.6283637285232544
yes,yes,0.7066692113876343
no,no,0.08890248090028763
yes,yes,0.5042473077774048
no,yes,0.6538198590278625
no,no,0.011457822285592556
no,no,0.13029716908931732
no,yes,0.7549525499343872
no,no,0.0315815806388855
no,no,0.2796158194541931
no,no,0.0866936668753624
no,no,0.1437392383813858
yes,yes,0.6374743580818176
yes,yes,0.8134162425994873
no,no,0.27796468138694763
no,no,0.25660035014152527
no,no,0.07571643590927124
no,yes,0.5498950481414795
yes,no,0.4894145131111145
yes,yes,0.7897281050682068
no,no,0.019891811534762383
no,no,0.17951618134975433
no,no,0.005302674602717161
no,no,0.3427840769290924
no,no,0.08094263076782227
no,no,0.29782119393348694
no,no,0.005332521162927151
no,no,0.008504609577357769
no,no,0.3856964707374573
no,no,0.16822242736816406
no,no,0.03960566222667694
no,no,0.022540129721164703
no,no,0.08167944103479385
no,no,0.05183883383870125
yes,yes,0.6353651285171509
no,yes,0.8192450404167175
yes,no,0.018103763461112976
no,no,0.01808963529765606
no,no,0.3498806357383728
no,no,0.006776130758225918
yes,no,0.25035879015922546
no,no,0.008842396549880505
no,no,0.3158823549747467
no,no,0.027244769036769867
no,no,0.002753961132839322
yes,yes,0.6252110600471497
no,no,0.053614094853401184
yes,no,0.49579867720603943
yes,yes,0.5279955267906189
no,no,0.07271778583526611
no,no,0.0014996984973549843
no,no,0.08119678497314453
no,no,0.3942805528640747
yes,no,0.036543719470500946
yes,yes,0.7770017981529236
no,no,0.002509071957319975
no,no,0.027735967189073563
no,no,0.2514621615409851
yes,no,0.0713883712887764
yes,no,0.4318251311779022
no,no,0.028136206790804863
no,no,0.011010273359715939
no,no,0.0933811217546463
no,no,0.3990955650806427
no,no,0.11198011785745621
yes,no,0.23336371779441833
no,no,0.3528727889060974
no,no,0.2739350497722626
yes,yes,0.5237727165222168
no,yes,0.758858323097229
no,no,0.47205668687820435
no,no,0.30933231115341187
no,no,0.005271300673484802
no,no,0.17171503603458405
yes,no,0.4509792923927307
no,no,0.2956722676753998
no,no,0.11977890133857727
no,no,0.018953345715999603
no,no,0.015330377966165543
no,no,0.30655211210250854
no,no,0.018055398017168045
no,no,0.15379667282104492
yes,no,0.30558615922927856
no,no,0.2331659346818924
no,yes,0.7804654240608215
no,no,0.4429965913295746
no,no,0.003207677975296974
yes,yes,0.7252628803253174
no,no,0.010585545562207699
yes,yes,0.8503701090812683
yes,yes,0.5408710241317749
no,no,0.0034223967231810093
no,no,0.020788103342056274
no,no,0.39427050948143005
no,no,0.0031562859658151865
no,no,0.003873736597597599
yes,no,0.3709038496017456
yes,no,0.49239370226860046
no,no,0.47353771328926086
no,no,0.17894698679447174
no,no,0.11458152532577515
no,no,0.0276500191539526
no,no,0.03016035072505474
yes,yes,0.8581693768501282
no,no,0.19030430912971497
yes,no,0.2635384798049927
no,no,0.0013982733944430947
no,no,0.16615934669971466
no,no,0.17745456099510193
no,yes,0.6192043423652649
no,no,0.06752490252256393
no,yes,0.6860527992248535
yes,no,0.09352990984916687
no,no,0.38368627429008484
yes,no,0.2564583420753479
no,no,0.024909740313887596
no,no,0.1907878816127777
no,no,0.3580377399921417
no,no,0.03725501522421837
no,no,0.05627143010497093
no,yes,0.7085054516792297
yes,yes,0.5696976184844971
no,no,0.004949807655066252
no,no,0.10580071061849594
no,no,0.020031185820698738
yes,no,0.2851811945438385
no,no,0.19570337235927582
no,no,0.18047980964183807
no,no,0.019716404378414154
no,no,0.047153595834970474
no,no,0.0011451183818280697
yes,no,0.10216393321752548
no,no,0.06241895258426666
no,no,0.01562642492353916
yes,no,0.4214920997619629
no,no,0.02783614583313465
no,no,0.035871539264917374
no,no,0.009145116433501244
no,no,0.0013732296647503972
yes,yes,0.5741502046585083
no,no,0.010289330966770649
no,no,0.00558528583496809
no,no,0.35505324602127075
no,yes,0.619612455368042
no,no,0.025124037638306618
no,no,0.06311697512865067
yes,no,0.11851637810468674
no,yes,0.733100414276123
no,no,0.021716075018048286
yes,no,0.19824688136577606
no,no,0.005313450004905462
no,no,0.17903946340084076
no,yes,0.6029325723648071
yes,yes,0.5552747845649719
no,no,0.28331488370895386
no,no,0.29463842511177063
no,no,0.012056369334459305
no,no,0.1589055359363556
no,no,0.2567671537399292
no,no,0.20161883533000946
yes,no,0.25611522793769836
no,no,0.01780921034514904
no,no,0.20859907567501068
no,no,0.0026398117188364267
no,no,0.4981958568096161
no,no,0.16988976299762726
no,no,0.015024702064692974
no,no,0.08611460030078888
no,no,0.017012838274240494
no,no,0.08989491313695908
no,no,0.012712744995951653
no,no,0.23274581134319305
no,no,0.016295352950692177
no,no,0.07997827976942062
no,no,0.03956998139619827
no,no,0.19468022882938385
no,yes,0.6309165954589844
no,no,0.10081292688846588
no,no,0.07249752432107925
yes,no,0.39528384804725647
no,no,0.020751895383000374
yes,yes,0.7895482778549194
yes,no,0.27384325861930847
no,no,0.022874685004353523
no,no,0.007980935275554657
no,no,0.29113274812698364
yes,no,0.41389402747154236
no,yes,0.5614807605743408
yes,yes,0.7894500494003296
no,no,0.01911735162138939
no,no,0.012250319123268127
yes,yes,0.6667953729629517
yes,no,0.14294207096099854
yes,yes,0.6271070837974548
no,no,0.059587039053440094
no,no,0.20970183610916138
no,no,0.3101615309715271
no,no,0.032663483172655106
yes,no,0.20737259089946747
yes,yes,0.5867481827735901
no,no,0.35761767625808716
yes,no,0.49991869926452637
no,no,0.2306598573923111
no,no,0.00510988337919116
no,no,0.12345986813306808
yes,yes,0.649867057800293
no,no,0.002980689750984311
yes,no,0.11295698583126068
yes,no,0.234332874417305
no,no,0.03563598543405533
no,no,0.15791387856006622
no,yes,0.6502493619918823
no,no,0.039172638207674026
no,no,0.38100647926330566
yes,no,0.059531070291996
yes,yes,0.5920626521110535
no,no,0.10892827063798904
no,no,0.006096926983445883
yes,no,0.3910779654979706
no,no,0.2310713678598404
yes,yes,0.6826913356781006
no,no,0.23622575402259827
yes,yes,0.783406138420105
no,no,0.03712987154722214
yes,yes,0.7719217538833618
no,no,0.024267327040433884
no,no,0.013512201607227325
no,yes,0.6660463213920593
no,no,0.25075608491897583
no,no,0.46501395106315613
yes,no,0.32598644495010376
no,no,0.3311483860015869
no,yes,0.63910973072052
no,no,0.010147558525204659
no,no,0.00862258393317461
no,no,0.05922938883304596
no,no,0.18856839835643768
no,yes,0.7102487683296204
no,no,0.13465070724487305
no,no,0.24121268093585968
no,no,0.12303481251001358
no,no,0.01084479596465826
no,no,0.08837410062551498
no,no,0.08477596193552017
no,no,0.03867894038558006
no,no,0.027776701375842094
no,no,0.005126846022903919
no,no,0.4081534743309021
no,no,0.004633569624274969
yes,yes,0.7899550199508667
no,no,0.06212010979652405
no,no,0.11696682125329971
no,no,0.02147446945309639
no,no,0.04742090404033661
no,no,0.00811771396547556
yes,yes,0.6692450642585754
yes,no,0.28962138295173645
no,yes,0.5553159117698669
no,no,0.2355012744665146
yes,no,0.16902180016040802
yes,yes,0.5621727705001831
yes,no,0.05875319987535477
yes,no,0.27392151951789856
yes,yes,0.554193377494812
no,no,0.38452672958374023
no,no,0.05706777796149254
yes,yes,0.5829206109046936
no,no,0.01947365328669548
yes,yes,0.7515290379524231
yes,yes,0.6602573394775391
no,no,0.009637147188186646
no,no,0.4524992108345032
no,no,0.0520540215075016
no,yes,0.5528470277786255
no,no,0.22291313111782074
yes,no,0.16886550188064575
yes,yes,0.8202067017555237
no,no,0.021606992930173874
no,no,0.3065985143184662
no,no,0.1329256296157837
no,no,0.11992472410202026
no,yes,0.7755169868469238
no,no,0.029469097033143044
no,no,0.08997788280248642
no,no,0.009863091632723808
no,no,0.0031205485574901104
no,no,0.009272164665162563
yes,yes,0.6621639132499695
no,no,0.010861622169613838
yes,yes,0.7648484110832214
no,no,0.021767674013972282
no,yes,0.7418730854988098
no,no,0.4799586534500122
no,no,0.2985316216945648
yes,yes,0.5969732403755188
no,yes,0.5220425128936768
no,no,0.004236933309584856
no,no,0.06612644344568253
no,no,0.10951986908912659
no,yes,0.5010145306587219
no,no,0.00525694852694869
yes,no,0.09891066700220108
yes,yes,0.8064034581184387
no,no,0.029741987586021423
no,no,0.11953461170196533
no,no,0.08303947001695633
no,no,0.25034794211387634
yes,yes,0.782813310623169
no,no,0.15396592020988464
no,no,0.08063388615846634
no,no,0.07203676551580429
no,yes,0.6195632815361023
no,no,0.032044801861047745
no,no,0.007321263663470745
no,no,0.2052062451839447
no,no,0.09770665317773819
no,no,0.0752190500497818
no,no,0.4257572293281555
yes,yes,0.7911747694015503
no,no,0.4288483262062073
no,no,0.275160551071167
no,no,0.26383426785469055
yes,yes,0.6877344250679016
no,no,0.15607483685016632
no,no,0.12783119082450867
no,yes,0.6588701009750366
no,yes,0.6248667240142822
no,no,0.34869635105133057
no,yes,0.5934244394302368
no,yes,0.7063591480255127
yes,yes,0.7807809114456177
no,no,0.0016660175751894712
no,no,0.01985461264848709
no,no,0.1985907405614853
yes,no,0.012759613804519176
no,no,0.06812500953674316
no,no,0.028633007779717445
no,no,0.030223112553358078
no,no,0.018501626327633858
no,no,0.47507771849632263
no,no,0.011838212609291077
no,no,0.042395804077386856
no,no,0.250296026468277
no,yes,0.5260165929794312
yes,yes,0.6662656664848328
no,no,0.09742062538862228
yes,no,0.3653095066547394
yes,no,0.33757278323173523
no,no,0.04009086266160011
no,no,0.03761688619852066
no,no,0.08302278816699982
no,no,0.004194935318082571
no,no,0.0413319431245327
no,no,0.11316372454166412
yes,no,0.41465604305267334
yes,yes,0.7894589304924011
no,no,0.0025685483124107122
no,no,0.018832623958587646
no,no,0.042119719088077545
no,no,0.026340918615460396
no,no,0.007727771531790495
no,no,0.1327560991048813
yes,no,0.07699031382799149
yes,yes,0.601286768913269
no,no,0.08485209941864014
no,no,0.1467992663383484
yes,yes,0.6897995471954346
no,no,0.3203294277191162
no,no,0.05196886509656906
yes,no,0.020148219540715218
yes,no,0.1566789597272873
no,yes,0.5606955289840698
no,no,0.037779439240694046
yes,no,0.3056500554084778
no,no,0.04808465391397476
no,no,0.01525246724486351
yes,no,0.35555848479270935
no,no,0.2681974172592163
no,no,0.36102449893951416
no,no,0.0381610207259655
yes,no,0.10263027995824814
no,no,0.24197372794151306
no,no,0.18767186999320984
no,no,0.013240802101790905
no,no,0.006535273045301437
no,no,0.11148157715797424
yes,yes,0.7702655792236328
yes,no,0.25843802094459534
yes,yes,0.7787609100341797
yes,no,0.014202110469341278
no,no,0.3262644112110138
no,no,0.007571470458060503
no,no,0.0016652618069201708
yes,no,0.4572805166244507
no,no,0.3033110797405243
yes,yes,0.5978417992591858
yes,no,0.4196234345436096
no,no,0.41954532265663147
yes,no,0.3737855851650238
no,no,0.14484895765781403
no,no,0.05836628004908562
no,no,0.008163677528500557
no,no,0.005222827661782503
no,no,0.01946287974715233
no,no,0.0027177329175174236
no,yes,0.6472060084342957
no,no,0.0937749519944191
no,no,0.1393785923719406
no,yes,0.6526301503181458
yes,yes,0.730363667011261
no,no,0.19304989278316498
no,no,0.20569877326488495
no,yes,0.5220064520835876
no,yes,0.7211956977844238
no,no,0.004319705534726381
no,no,0.12148667126893997
yes,no,0.2562505602836609
no,no,0.051619432866573334
no,no,0.0011694845743477345
no,yes,0.5608056783676147
yes,yes,0.6356468200683594
no,no,0.017004212364554405
yes,yes,0.6291475892066956
yes,yes,0.6558325886726379
no,no,0.07964827865362167
yes,yes,0.7356772422790527
yes,yes,0.8598446249961853
no,no,0.0038358874153345823
no,no,0.18801139295101166
no,no,0.37042173743247986
no,no,0.04832917079329491
no,no,0.024572201073169708
no,no,0.16075530648231506
no,no,0.0017919621895998716
no,no,0.0606515146791935
yes,yes,0.7722960114479065
no,yes,0.5653590559959412
no,no,0.002090074587613344
no,no,0.11145199090242386
yes,yes,0.7304806709289551
yes,no,0.17895232141017914
yes,yes,0.7359828948974609
no,yes,0.7883608937263489
no,yes,0.5582732558250427
no,no,0.10038039088249207
no,yes,0.6612564325332642
yes,no,0.19441001117229462
yes,yes,0.8461822271347046
yes,no,0.4831256866455078
no,no,0.40901410579681396
yes,yes,0.5122424960136414
no,no,0.24326787889003754
no,no,0.04650658741593361
no,no,0.16228267550468445
no,no,0.3829445242881775
no,no,0.24810878932476044
no,no,0.006933560594916344
yes,no,0.23490695655345917
yes,no,0.2717117965221405
no,no,0.47405269742012024
no,no,0.05442582443356514
no,no,0.0030685137026011944
no,no,0.16869214177131653
no,no,0.11315106600522995
no,no,0.010989783331751823
no,no,0.2590900659561157
no,no,0.003251004498451948
no,no,0.23606915771961212
no,yes,0.7356052398681641
no,no,0.03282734006643295
yes,yes,0.7471789717674255
no,no,0.024669386446475983
no,no,0.09209902584552765
no,no,0.01735050044953823
yes,yes,0.7832337617874146
no,no,0.2173592448234558
yes,yes,0.7472009658813477
no,no,0.054628707468509674
yes,yes,0.6259301900863647
no,no,0.24429108202457428
no,no,0.02204575389623642
no,no,0.09324129670858383
no,no,0.011323812417685986
no,no,0.02894503064453602
yes,no,0.41253533959388733
yes,no,0.046824999153614044
no,no,0.2843770980834961
no,no,0.1355678290128708
no,no,0.15217164158821106
no,no,0.09734631329774857
no,no,0.002642797539010644
yes,yes,0.6133845448493958
yes,yes,0.6969735622406006
no,no,0.0634012296795845
no,no,0.352612167596817
no,no,0.015390410088002682
no,no,0.008709005080163479
no,yes,0.6425762176513672
yes,yes,0.5224153399467468
no,yes,0.6644591689109802
no,no,0.06252196431159973
no,no,0.10985281318426132
yes,yes,0.5991893410682678
yes,no,0.25317618250846863
no,no,0.07854172587394714
no,no,0.014862783253192902
no,no,0.17254459857940674
no,no,0.029007766395807266
no,no,0.28386813402175903
yes,no,0.4286355972290039
no,no,0.37568551301956177
no,no,0.016617363318800926
no,no,0.2094324678182602
no,no,0.09275717288255692
no,no,0.13083510100841522
yes,yes,0.5353440642356873
no,no,0.35706403851509094
no,no,0.20098914206027985
no,no,0.18315675854682922
no,no,0.3207493722438812
no,no,0.14649192988872528
yes,yes,0.6916735172271729
no,no,0.026645660400390625
no,no,0.01134068425744772
yes,no,0.11833298206329346
no,yes,0.5490305423736572
no,yes,0.5784324407577515
yes,no,0.33201128244400024
no,no,0.020901724696159363
yes,no,0.39819130301475525
no,no,0.03284190222620964
no,no,0.01128013152629137
yes,yes,0.8041738271713257
yes,yes,0.809708833694458
no,no,0.017348265275359154
no,no,0.4967353940010071
no,yes,0.5321708917617798
no,yes,0.6567044854164124
no,no,0.0036078260745853186
yes,yes,0.7017365097999573
no,no,0.01391880214214325
no,no,0.11404985934495926
no,no,0.2618814706802368
no,yes,0.5898345708847046
no,no,0.42939814925193787
no,no,0.14076779782772064
no,no,0.2847079932689667
no,no,0.16391265392303467
yes,no,0.24355395138263702
no,yes,0.5197619199752808
no,no,0.004134286195039749
no,no,0.1695879101753235
no,no,0.19732879102230072
no,no,0.2743227481842041
no,no,0.02076135016977787
